"","Androgen","EGFR","Estrogen","Hypoxia","JAK-STAT","MAPK","NFkB","p53","PI3K","TGFb","TNFa","Trail","VEGF","WNT"
"MOAR010_BC3C_24H:A15",0.00696619428517082,0.505793033499782,2.23666683422757,-0.863113137237971,1.42475366545702,0.182053294023507,1.3310133751593,0.35381550544422,-0.947796174533848,0.0587394658534038,1.40020482570383,1.49983740808551,1.49219128152229,-0.580021042895147
"MOAR010_BC3C_24H:D01",-0.514506852722476,-1.31454619906798,-1.35958968899334,-1.30046796686421,0.896674347675026,-0.329402266421167,-1.92041781565928,0.830011299393679,-2.2300634200828,2.03109103471009,-0.962290352334377,0.946532613795396,0.516402004813809,1.52022253348516
"MOAR010_BC3C_24H:D03",-1.68997370161822,-1.80844977077319,-1.53947309711768,-2.47858561114364,-0.284385081474955,-0.790329196547,-1.98014597420689,0.575051361242923,-2.20219596340816,1.94082332933761,-2.09516240515576,2.54120587526431,0.714176811082258,-1.15296271091958
"MOAR010_BC3C_24H:J22",-1.60144897617836,-0.462380397319925,-0.310061032358234,-2.1334488993087,1.67278175782748,-0.0457298754439929,0.337650695263789,0.397729053950474,-0.651108854778665,0.811242667829481,-0.0901530567400571,1.04130771450614,0.726747971181331,1.16603412266917
"MOAR010_BC3C_24H:J23",-0.509649137298132,-0.237218799244915,1.77310608921373,-0.519303789951744,0.786371289403163,-0.381012314457314,0.123686063134282,0.238936357328032,-0.449871578030445,0.337954035190337,-0.039830550653936,0.625293289771644,0.845385755139511,0.0420410694026951
"MOAR010_BC3C_24H:J24",-0.221693603927538,-0.13987343264766,-1.49109187585659,-1.699202905362,1.16792936577493,-0.595084027766761,0.782040613815125,0.703027991995897,-1.09972566244586,2.21518529153958,0.664161145656751,0.774720477285106,-0.587368024406949,-0.436091524751704
"MOAR010_BC3C_24H:K07",-0.707302446713325,-0.0440081808431044,-0.86764342730114,-1.77672959577484,1.73959123214203,0.629035759544471,0.991656927012862,1.97865503514564,-0.581373157245493,0.345058973752433,0.691585186727573,1.37196534518125,0.980407279564522,1.01867382853379
"MOAR010_BC3C_24H:K08",-0.823388870755131,0.253732587171263,-0.00825589521037708,-1.39262331132977,0.544089424202998,0.413240236489329,-0.648105261340387,0.772426383584909,0.357341868704298,1.09882519931898,-0.91787442013451,0.492572681635711,-0.0371084428088272,-1.22299499686596
"MOAR010_BC3C_24H:K09",-1.08313242561768,-0.787955877256732,-0.228032026724621,-1.49391238169495,2.06457012865975,0.00158895346834022,-0.745965970070928,0.761245274808564,-0.820579812225399,1.15736585366757,-0.948676320016853,1.46430424613466,0.694127875986779,1.40858572669187
"MOAR010_BC3C_24H:L19",-0.640752156985646,-0.679183100118092,-0.438231707529698,-0.749694730965877,0.870152901271722,-0.462978630885712,0.0830539746427267,0.453914106007802,-0.608502342761587,0.0195774787587936,-0.0101268143633441,0.706955394703177,-0.224061139450058,0.113489082771725
"MOAR010_BC3C_24H:L21",-0.25953856529147,-0.00752617817651005,1.49114161763086,-0.81737990362706,1.24013771920775,-0.38765786143271,0.189095293745295,1.01369524061663,-1.19927395790778,1.15501378925369,0.0243994523239917,0.886103504360949,0.867395741794721,0.130207753787875
"MOAR011_BC3C_24H:C01",0.0405031022534412,-0.303818382340244,0.40790360094667,1.05091602140253,0.588899595563802,-0.104629173281326,1.10574457386151,1.70868764237864,-1.36028684234592,1.09277221514679,1.25135594345128,-0.725297369596005,-0.544115488666816,0.0402991949435685
