Genes,DPD_BL,DPD_onc,DPD_risk,DPD_T2,DPD_Ta,DPD_immuno,DPD_immuno_0
ENOSF1,0.0,0.0,0.0219922293936749,0.0,0.0,0.0,0.04402644746808798
EPB41L2,0.0,0.0735859775318752,0.0,0.0,0.0,0.0,0.02333200498352993
EPHA3,0.0,-0.000333042412393489,0.0370010876257463,0.0,0.0,0.0,-0.003083183128017885
EPHB2,0.0,0.0543921025615536,0.0,0.0,0.0,0.0,-0.006403565167621608
EPN2,0.0,-0.0362787055645334,0.00663586547483492,0.0,0.0,0.0,-0.007927014155314648
EPRS,0.0,-0.00230903713104656,0.0,0.0,0.0,0.0,0.0
ERBB2,0.0,0.00181195871635494,0.0763440353501894,0.0,0.0,0.0,0.001442751874810884
ERBB3,0.0,-0.017188769212283,0.0,0.0,0.0,0.0,0.004142177783572843
ERO1A,0.0426078734485544,0.0,0.0,0.0426078734485544,-0.0342125359828412,0.0,-0.007877687618026681
ETFB,0.0,-0.0194081681700639,0.0962621675937787,0.0,0.0,0.0,0.055403164775686686
ETS1,0.0,0.0311508155223491,-0.0266419185308328,0.0,0.0,0.0,-0.019433857500158365
ETV1,0.0,0.0161509463577606,0.0107400818976513,0.0,0.0,0.0,-0.01694649588318634
EVL,0.0754627396916879,0.0354261242724636,0.0,0.0754627396916879,-0.0220172674317792,0.0,-0.0580665278889007
EXOSC4,0.0,0.0202782684815274,0.0,0.0,0.0,0.0,0.02603060708363156
EXT1,0.0,0.00897526432253444,0.0,0.0,0.0,0.0,0.044446181882700976
EZH2,0.0,-0.0134926692281362,0.0,0.0,0.0,0.0,-0.012434735023430822
FAH,0.0,-0.0312739286454187,0.0308792757797701,0.0,0.0,0.256902386353583,0.06689141488676585
FAIM,0.0,0.00173857785030513,0.0,0.0,0.0,0.0,-0.04681915830423302
FAM20B,0.0,-0.0147175088598781,0.0,0.0,0.0,0.0,-0.040108143843714444
FAM57A,0.0,-0.00540370052705142,0.0646082555354026,0.0,0.0,0.0,0.0
FAS,0.0,0.0133265357031084,0.0,0.0,0.0,0.0,0.0078708293793502
FASTKD5,0.0,-0.0116370224175379,-0.0306394011463263,0.0,0.0,0.0,-0.0392086093072879
FAT1,0.0,0.027924083733727,0.0,0.0,0.0,0.0,0.04034258587960101
FBXL12,0.0,0.00908251868896176,-0.00284932018818535,0.0,0.0,0.0,0.07597211420012748
FBXO11,0.0,-0.0346962248355276,0.0221643707659253,0.0,0.0,0.0,0.03957011497821602
FBXO21,0.0,-0.0344511076594492,0.0,0.0,0.0,0.0,-0.032222537176087876
FBXO7,0.0,-0.0154791177220064,-0.0194263097932227,0.0,0.0,0.0,-0.050995594381780515
FCHO1,0.0,0.0126541453825117,0.0574898759771986,0.0,0.0,0.0,-0.023123705886796082
FDFT1,0.0330057712228704,0.0120957689748207,0.0,0.0330057712228704,0.0439604246648888,0.0,-0.018257453098042716
FEZ2,0.0,-0.00174016555008509,0.0,0.0,0.0,0.0,0.04973325141221062
FGFR2,-0.00123772518236285,-0.0012451629271207,0.0,-0.00123772518236285,0.0161962854093793,0.0,-0.026636769778441427
FGFR4,0.0,0.0,0.0,0.0,0.0,0.0,0.018797146296908866
FHL2,-0.0504882079089467,0.0403171630121729,-0.0620520302563653,-0.0504882079089467,-0.0738670767593347,0.0,-0.006703856250701981
FIS1,0.0,0.00308289649226883,0.0,0.0,0.0,0.0,0.07293859356218516
FKBP14,0.0,0.0193042538017207,0.0,0.0,0.0,0.0,0.001497723374816837
FKBP4,0.0,0.00276961050276944,0.0176352546336466,0.0,0.0,0.0,-0.002163234184158409
FOS,0.0762139124612362,-0.00970179299968343,0.00391673262418167,0.0762139124612362,-0.000683468553486262,0.0,-0.009856157988817017
FOSL1,-0.0778308675913434,-0.0115469649843434,0.0780493805887735,-0.0778308675913434,-0.0724159500479037,0.048155992112897,0.019226813799698227
FOXJ3,0.0,-0.0101701485407388,0.0,0.0,0.0,0.0,-0.03258211047683546
FOXO3,0.0,-0.00873695573851844,0.0,0.0,0.0,0.0,-0.0010805140679079077
FOXO4,0.0,0.034672245248311,0.0118156871722492,0.0,0.0,0.0,-0.020737326336295565
FPGS,0.0,-0.0116198590929538,0.0,0.0,0.0,0.0,0.026460823133269775
FRS2,0.0,0.0487397663300399,0.0,0.0,0.0,0.0,-0.04836584333917658
FSD1,0.0,8.98553515249185e-05,-0.10261614348731,0.0,0.0,0.0,-0.010641222206937358
FUT1,0.0,0.0112264232735679,0.0,0.0,0.0,0.0,0.0004551668981497538
FYN,0.0535640742694645,-0.00433720246058368,0.0327159056555648,0.0535640742694645,-0.0105565008961186,0.0,-0.04291701923611922
FZD1,0.0,0.0248195819099596,0.0,0.0,0.0,0.0,0.016145847912635104
FZD7,0.0,-0.0246209148648636,0.00302429717520975,0.0,0.0,0.0,0.03591174512124655
G3BP1,0.0,0.0130790663330695,0.0,0.0,0.0,0.0,0.019326194366736313
GAA,0.0,-0.0180744324073219,-0.0845512685100222,0.0,0.0,0.0,0.005720845540877392
GABPB1,0.0,0.0271250745123759,0.0,0.0,0.0,0.0,-0.00427211521026367
GADD45A,-0.0316724977014568,0.000609808236223474,0.0,-0.0316724977014568,-0.0126365126892206,0.0,-0.0015311004688886058
GADD45B,-0.029686949460734,0.0212385012390472,0.00280721218796918,-0.029686949460734,-0.0603363676347023,0.0,0.008850569288613568
GALE,0.0,-0.0549191741638711,0.0,0.0,0.0,0.0,-0.0007094906647227614
GAPDH,-0.0426370253658901,0.0204508590325348,0.0469753815910265,-0.0426370253658901,0.0117952270717391,0.0,0.028054590992719067
GATA2,-0.199665063806775,-0.00170402337808145,-0.117595978225958,-0.199665063806775,-0.120556325315515,0.0,-0.014407308601666918
GATA3,-0.0144261198607549,-0.00476996779153037,0.0,-0.0144261198607549,-0.0158155715573309,0.0,0.0002399259178494992
GDPD5,0.0,-0.0187293092957832,0.0,0.0,0.0,0.0,0.0013493073209473638
GFOD1,0.0,0.0409632347175453,0.0,0.0,0.0,0.0,-0.000990026547930745
GFPT1,0.0,-0.0257401346923657,0.0,0.0,0.0,0.0,-0.04744321963950845
GHR,0.0,0.0348744069241676,0.0697839052579246,0.0,0.0,0.0,-0.0014580920310440372
GLI2,0.0,0.0501832087959069,0.0,0.0,0.0,0.0,0.01725003720084556
GLOD4,0.0,-0.0020299769573045,-0.056540103014678,0.0,0.0,0.0,-0.020407435073173587
GLRX,-0.125668385644035,-0.0149768125417468,0.0563051278422101,-0.125668385644035,0.042913778659369,0.0,-0.03717973345424984
GMNN,0.111811198106601,0.0139628228441453,-0.0442039772378232,0.111811198106601,0.0805157323765185,0.0,-0.04481279020627888
GNA11,0.0,0.00910825459140033,0.0,0.0,0.0,0.0,-0.06525859408041242
GNA15,0.0,-0.0572165874757499,0.0,0.0,0.0,0.0,0.006976405998858819
GNAI1,0.0,0.0824447591758674,0.0,0.0,0.0,0.0,0.02507107595714965
GNAI2,0.0,-0.00326238989312209,-0.0309777456906823,0.0,0.0,0.0,0.07318166381613005
GNAS,-0.0138113648651857,-0.027069160589465,0.0,-0.0138113648651857,0.0191581499656493,0.0,-0.05855244687888328
GNB5,0.0,-0.0228647812468778,0.019702621848796,0.0,0.0,0.0,0.016413310915158363
GNPDA1,0.0,-0.0151429094659793,-0.0933918953154216,0.0,0.0,0.0,0.01601932055929588
GOLT1B,0.0,-0.051515298129562,0.0,0.0,0.0,0.0,-0.004597266298750471
GPATCH8,0.0,-0.000440798546727812,0.0,0.0,0.0,0.0,0.011357159850854765
GPC1,0.0,0.0518747169993074,0.151581760843656,0.0,0.0,0.0,0.032378842619521335
GPER1,0.0,-0.0495106789587212,0.0,0.0,0.0,0.0,0.00821169408684316
GRB10,0.0,0.00986110394641131,0.0,0.0,0.0,0.0,0.05389982278252097
GRB7,0.0,0.0390265331345796,0.0,0.0,0.0,0.0,0.002701069218955924
GRN,0.0,0.00353040438889386,0.0,0.0,0.0,0.0,-0.00383003779940675
GRWD1,0.0,-0.0272536888027238,0.0,0.0,0.0,0.0,-0.012818337547043552
GSTM2,0.0,0.020225203115624,0.0979149571417296,0.0,0.0,0.0,-0.021456027534404516
GSTZ1,0.0,0.0139552940031182,0.0,0.0,0.0,0.0,0.018108291098386842
GTF2A2,-0.0284828182504017,0.0363476700990582,-0.0756750048060194,-0.0284828182504017,-0.00436149329584603,0.0,-0.0039042132014264963
GTF2E2,0.0,0.0162159534169558,0.0739395987348564,0.0,0.0,0.0,0.0019255778117175295
GTPBP8,0.0,0.081525467759049,0.00600726866011146,0.0,0.0,0.0,-0.014798321138344424
H2AFV,-0.00103063712158228,-0.0197957145108919,0.0,-0.00103063712158228,0.0534577124501997,0.0,0.0
HACD3,0.0,0.0284095108159585,0.0,0.0,0.0,0.0,-0.02328081561521086
HADH,0.0,-0.0362857442748395,0.0,0.0,0.0,0.0,-0.017390161608294756
HAT1,0.0,0.000204812890115208,0.0,0.0,0.0,0.0,0.06569671140331243
HDAC2,0.0,0.0185801330338201,-0.0124770069011982,0.0,0.0,0.0,0.01290670566436817
HDAC6,0.0,0.0374428108594091,0.0,0.0,0.0,0.0,-0.015207753371633301
HDGFL3,0.0,-0.00080403964066512,0.0,0.0,0.0,0.0,-0.020512612980123406
HEATR1,0.0,-0.0123172957911612,0.0,0.0,0.0,0.0,0.018001397047840133
HEBP1,0.0,-0.013616375044595,-0.0009573439423565,0.0,0.0,0.0,0.023329001364155676
HERC6,0.0,0.0699054438541731,0.0,0.0,0.0,0.0,0.006784696094102235
HERPUD1,0.0130383987048207,0.0251196888979001,-0.132611693868199,0.0130383987048207,0.049825451093344,0.0,-0.0362872031202478
HES1,0.0582503690076375,-0.00102832454699367,-0.0774821180350165,0.0582503690076375,-0.00819363089674192,0.0,0.03553226412581683
HIF1A,0.0,0.0140859399181473,0.0,0.0,0.0,0.0,-0.033083379121085436
HIST1H2BK,0.0,0.000312652713457493,-0.0287906885051125,0.0,0.0,0.0,0.0
HIST2H2BE,0.0286814131270692,0.0125615617571396,-0.101682039764766,0.0286814131270692,-0.00742174465309053,0.0,0.0
HK1,0.0,0.0298020684123398,0.0,0.0,0.0,0.0,0.020514824244110785
HLA-DMA,0.0,0.0,0.0,0.0,0.0,0.0,-0.029154794027459595
HLA-DRA,0.0103397151435975,0.0,0.0,0.0103397151435975,0.0737439718416571,0.0,-0.01666156439571657
HMG20B,-0.029115897308296,-0.00371980054826324,0.0,-0.029115897308296,-0.00490464297094285,0.0,-0.02163059396192101
HMGA2,0.0,0.0100770187426968,0.0,0.0,0.0,0.0392039943126817,0.01035416516362616
HMGCR,0.0,-0.0125846638205812,0.0,0.0,0.0,0.0,0.031602080207301056
HMGCS1,0.111228869783171,-0.013562357661453,0.0,0.111228869783171,0.0745025631502243,0.0,-0.03339897532047574
HMOX1,-0.0287885629222153,-0.0150362889291503,0.0,-0.0287885629222153,-0.0480515907358427,0.0,-0.009937427593758288
HOMER2,0.0,-0.0487854079523433,0.0368047573888364,0.0,0.0,0.0,0.0020661967314908815
HOOK2,0.0,0.024222346734248,0.0,0.0,0.0,0.0,0.021309539926141867
HOXA10,0.026949181621269,-0.0135233351603924,0.0099661986427363,0.026949181621269,-0.153692799730517,0.0,0.0010508506734089283
HOXA5,-0.0916839861492155,0.00413380220340308,0.00188734469538348,-0.0916839861492155,-0.0269184960247072,0.0,0.019497904680007096
HPRT1,0.0,0.0,0.0,0.0,0.0,0.0,-0.009666531859666306
HS2ST1,0.0,0.0445469223633053,-0.0443021364421694,0.0,0.0,0.0,-0.062154394066256106
HSD17B10,0.0,-0.00795409415756846,0.0,0.0,0.0,0.0,0.044315041522229946
HSD17B11,0.0389840966879311,-0.00410084609558191,0.0,0.0389840966879311,0.0183320310367171,0.0,-0.04305806697449478
HSPA1A,0.11307479376658,0.0343198023410328,0.0567593142166775,0.11307479376658,-0.0880880682254762,0.0,0.028919903754453656
HSPA4,0.0,0.0098668557157069,0.0,0.0,0.0,0.0,0.04789349970196848
HSPA8,-0.0389918204668099,0.000545712640909844,0.0,-0.0389918204668099,0.0226660728403566,0.0,0.0237610128588386
HSPB1,0.0,0.0355467649897952,0.0,0.0,0.0,0.0,-0.018368452848464
HSPD1,0.0,-0.00612715933937724,-0.0452546931101785,0.0,0.0,0.0,0.06141540989718739
HTATSF1,0.0,-0.0157855975459201,0.11639567333708,0.0,0.0,0.0,-0.08037739920541684
HTRA1,-0.0166294324688302,-0.095708014407831,0.0,-0.0166294324688302,-0.0478280453062764,0.0,0.027906075506735167
HYOU1,0.0,0.0349865626055763,0.0,0.0,0.0,0.0,-0.014576134407983493
IARS2,0.0,-0.00838531650005855,0.0,0.0,0.0,0.0,0.02570358071702461
ICAM1,0.00314608783352584,0.00451814247085869,0.0,0.00314608783352584,0.0992586233332443,0.0,-0.014070308023402572
ICAM3,0.0,0.00616295326595457,0.0,0.0,0.0,0.0,-0.016936690361056383
ICMT,0.0,-0.00557629744272807,0.0,0.0,0.0,0.0,-0.04418543666047557
ID2,-0.051079152091785,-0.0693830337454507,0.0,-0.051079152091785,-0.041949784149246,0.0,-0.01687626903789634
IDE,0.0,-0.00328721375599357,0.0,0.0,0.0,0.0,0.00037683977593098295
IER3,0.0123764066797331,0.0489870350976301,0.0,0.0123764066797331,0.0560652055089419,0.0,0.019908022206479647
IFNAR1,0.0,-0.0194228145666148,0.0,0.0,0.0,0.0,-0.04392044872634593
IFRD2,0.0,-0.00735031033986988,0.0,0.0,0.0,0.0,0.0650785436048031
IGF1R,0.0,-0.00876631622509522,0.00502793294409154,0.0,0.0,0.0522042641757988,0.09341448976164606
IGF2BP2,0.0,0.0519876308458413,0.0295517129968512,0.0,0.0,0.0,0.009659942448485209
IGF2R,0.0,0.0322334444401654,0.0,0.0,0.0,0.0,-0.002718608235872192
IGFBP3,-0.207644378243169,0.0292309464554194,0.0,-0.207644378243169,-0.174139561647127,0.0,-0.012640911257237444
IGHMBP2,0.0,0.0113746244237586,0.0,0.0,0.0,0.0,-0.03487040926134112
IKBKB,0.0,-0.032676861333795,0.0,0.0,0.0,0.0,-0.017154684587829025
IKBKE,0.0,-0.0613182923890331,0.0,0.0,0.0,0.0,0.0012856342941727677
IKZF1,0.0,-0.0702983800387868,0.0,0.0,0.0,0.0,-0.007227321156364287
IL13RA1,0.0,-0.0398491883710183,0.0,0.0,0.0,0.0,-0.011856730708409225
IL1B,0.0522737890164714,0.0489652470247667,0.0,0.0522737890164714,0.0283936866087782,0.0,-0.00332617934799166
IL4R,0.0,0.0232750005119767,0.0,0.0,0.0,0.0,-0.00019140792664113003
ILK,0.0,-0.0400840653541603,0.0,0.0,0.0,0.0,0.01707370921630238
INPP1,0.0,0.0557496566604022,-0.0255831116295949,0.0,0.0,0.0,0.0195142207838489
INPP4B,0.0,0.0248594703078742,0.0,0.0,0.0,0.0,0.0025806175193554366
INSIG1,0.0215376049303729,-0.0129027448224594,0.0,0.0215376049303729,0.120072029509736,0.0,0.01950946421135416
INTS3,0.0,0.0602418479950946,0.000900508743821315,0.0,0.0,0.0,-0.03653129135478948
IPO13,0.0,0.0356577506909752,0.0,0.0,0.0,0.0,-0.0062594972379790715
IQGAP1,0.0,0.00399316842811396,0.0,0.0,0.0,0.0,-0.0045501192588693635
ISOC1,0.0,-0.0112539783711608,0.0,0.0,0.0,0.0,0.03289919554555771
ITFG1,0.0,0.0234467016131669,0.0,0.0,0.0,0.0,-0.032335806626574426
ITGAE,0.0,0.00450997895098826,0.0392044764740651,0.0,0.0,-0.37717345577684,-0.08191058627077129
ITGB1BP1,-0.0154883658902855,0.00682249761651316,0.0,-0.0154883658902855,-0.0184351206349967,0.0,0.03470755281716901
ITGB5,0.0,0.0413570075825376,0.0,0.0,0.0,0.0,0.02736196198973613
JADE2,0.0,-0.000893878631135839,0.0,0.0,0.0,0.0,0.017504012211024312
JMJD6,0.0,-0.00203281771712772,-0.0901045729938952,0.0,0.0,0.0,0.08309927054264468
JPT2,0.0,0.0298429106166282,0.0,0.0,0.0,0.0,-0.03826128014949292
JUN,0.02525037810249,-0.00432353946004126,0.0607527826950858,0.02525037810249,-0.0220512640404628,0.0,-0.010075358276110833
KAT6A,0.0,0.00553678987619884,0.0,0.0,0.0,0.0,0.004739760657922515
KAT6B,0.0,-0.0318943956481958,0.0,0.0,0.0,0.0,-0.05501780074871205
KCNK1,0.0,0.000785579773474335,0.0,0.0,0.0,0.0,-0.00044371353522335857
KCTD5,0.0,0.0351537520948425,0.0,0.0,0.0,0.0,0.02060769905905966
KDELR2,0.0,-0.0179384538313649,0.0451595324907404,0.0,0.0,0.0,-0.015699528998169517
KDM3A,0.0,0.0203544439305177,0.0,0.0,0.0,0.0,0.03137367998359829
KDM5A,0.0,0.00466074806733539,0.0,0.0,0.0,0.0,-0.015267785965072006
KDM5B,0.0,-0.0424482447933784,-0.0313130690869348,0.0,0.0,0.0,0.02766659798407801
KEAP1,0.0,0.00566423895286723,0.0,0.0,0.0,0.0,0.010543598324583845
KHDC4,0.0,0.0,0.0,0.0,0.0,0.0,-0.017784974822619568
KIAA0100,0.0,0.0,0.0,0.0,0.0,0.0,-0.048696268225002906
KIAA0355,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KIAA0753,0.0,0.0188403778565985,0.0,0.0,0.0,0.0,-0.03033553438336883
KIF14,0.0,-0.0187547201740655,0.0,0.0,0.0,0.0,0.0009929045035023175
KIF1BP,0.0,0.026056424066006,0.0,0.0,0.0,0.0,0.0
KIF20A,0.0,0.000970943750577916,0.0,0.0,0.0,0.0,0.009532227269557894
KIF2C,0.0,0.0523450323088522,0.0,0.0,0.0,0.0,-0.005614114587918753
KIF5C,0.0,0.0763179909214889,0.0,0.0,0.0,0.0,-0.006751468932983017
KIT,0.0,0.0033669584739482,0.0104633529146808,0.0,0.0,0.0,0.014694920979871216
KLHDC2,0.0,0.0259561027231797,0.0,0.0,0.0,0.0,-0.04492102528162872
KLHL21,0.0,0.00381177377621886,0.00236775297248742,0.0,0.0,0.0,0.04702038923450609
KLHL9,0.0,0.0334099180233173,0.0,0.0,0.0,0.0,0.007878034988216357
KTN1,0.0,-0.0214696708919787,0.0,0.0,0.0,0.0,0.02637753418778619
LAGE3,0.0,-0.00423317583425821,0.0,0.0,0.0,0.0,-0.0354477444532865
LAMA3,-0.0488840650578867,-0.0147166645719861,0.0933906587990467,-0.0488840650578867,0.000416112436187489,0.0,0.007994352613314711
LAP3,0.0,-0.0199038996047688,0.0,0.0,0.0,0.0,-0.04734230082159085
LBR,0.0,0.027016583650064,0.0,0.0,0.0,0.0,0.018352611692403133
LGALS8,0.0,0.0366977091338521,0.111970047199369,0.0,0.0,0.0,0.05299047058577182
LGMN,-0.0109960406367441,0.0608544765505337,0.0,-0.0109960406367441,-0.0325613443803089,0.0,-0.07367933771511023
LIG1,0.0,0.0098428822082204,-0.0544283732860665,0.0,0.0,0.0,0.022308483705517402
LIPA,-0.00237562069339687,0.00816620629982123,0.0,-0.00237562069339687,-0.0236169557107668,0.0,0.016411789817851786
LOXL1,-0.104993800355436,-0.00988893060923382,-0.0415304192345604,-0.104993800355436,-0.146661364509069,0.0,0.009104198284989368
LPAR2,0.0,0.0139727518888789,0.0,0.0,0.0,0.0,0.01455909338331792
LPGAT1,0.0,-0.0492825376817174,-0.077950766431353,0.0,0.0,0.0,-0.014985649718591992
LRP10,0.0,-0.0153915760068491,0.0,0.0,0.0,0.0,0.026199301935647862
LRPAP1,0.0,0.00386794171949683,-0.0471502883335558,0.0,0.0,0.0,-0.003999299684452388
LRRC41,0.0,0.00716768445346409,0.0,0.0,0.0,0.0,0.00794764245027664
LSM5,0.0535039362079888,0.0192831510205336,0.0619060513806083,0.0535039362079888,0.0446927819906513,0.0,-0.01607691814397066
LSM6,0.0,-0.0246554542396551,0.0470147196214252,0.0,0.0,0.0,0.012080375557575613
LSR,-0.0221476969845977,-0.0114058395572183,-0.0558764060544135,-0.0221476969845977,-0.0067857986858498,0.0,-0.016761385777921044
LYN,0.0,-0.0367407708259204,0.0,0.0,0.0,0.0,-0.04888570522888552
LYPLA1,0.0227490548422002,-0.00120977270667188,0.0,0.0227490548422002,-0.0142934627098472,0.0,-0.0284132526956868
LYRM1,0.0,0.00319386270615233,0.0,0.0,0.0,-0.739231414734942,-0.09902283086193928
MACF1,0.0,0.0331729056807026,-0.0783271766421195,0.0,0.0,0.0,0.12287354795304045
MALT1,0.0,0.0299097319252632,-0.00503750726356288,0.0,0.0,0.0,-0.011442557026101747
MAMLD1,0.0,0.0365863864388815,0.00606460802105731,0.0,0.0,0.0,0.030123628866978957
MAN2B1,0.0,-0.0288665020135612,0.0,0.0,0.0,0.0,-0.0037257639838635358
MAP2K5,0.0,0.0510376411646648,0.061347206793037,0.0,0.0,0.0,0.006825650025454439
MAP3K4,0.0,-0.00776955467525515,0.0,0.0,0.0,0.0,0.07211324730333289
MAP4K4,0.0,-0.0421823988769714,-0.0246254028758592,0.0,0.0,0.0,0.009239359038910213
MAP7,0.0,-0.0118229092253797,0.0,0.0,0.0,0.0,0.02254212352864037
MAPK13,-0.00875829189961962,0.0439072271410234,0.0,-0.00875829189961962,-0.00996498666347353,0.0,-0.03220536781176189
MAPK1IP1L,0.0,-0.0132391598541713,0.0,0.0,0.0,0.0,0.048780327961974734
MAPK9,0.0,-0.00655209648156655,0.0,0.0,0.0,0.0,-0.03154991058597722
MAPKAPK2,0.0,0.00549326317303158,0.0,0.0,0.0,0.0,-0.00861793075190864
MAPKAPK3,0.0,-0.06074944412834,-0.15004512908962,0.0,0.0,0.0,-0.004587712926413599
MAPKAPK5,0.0,-0.0402739208304921,0.0,0.0,0.0,0.0,-0.06565745545137082
MAST2,0.0,0.0015280973989248,0.0,0.0,0.0,0.0,-0.039862939111439406
MAT2A,0.0,0.04554591139059,0.0,0.0,0.0,0.0,0.04584905548993386
MBNL1,0.0,0.0329163938800533,0.0,0.0,0.0,0.0,-0.014718871514068433
MBNL2,0.0,-0.0340632407442685,0.0,0.0,0.0,0.0,0.010904984533507306
MBOAT7,0.0,-0.0712305685891276,0.0,0.0,0.0,0.0,-0.018055201615151735
MBTPS1,0.0,0.0144471473836159,-0.00941921335606627,0.0,0.0,0.0,0.019787502051738425
MCM3,-0.0128703712406161,0.0379034665794086,0.0,-0.0128703712406161,0.0177576261559746,0.0,-0.022104486643940522
MCOLN1,0.0,0.0316164628452841,0.0,0.0,0.0,0.0,0.004971782401286029
MCUR1,0.0,-0.0605362256759284,0.0,0.0,0.0,0.0,-0.003156527060699583
ME2,0.0,0.060315646834599,0.0,0.0,0.0,0.0,-0.04028308203602203
MEF2C,0.0870717295436415,-0.0179674665918546,0.0,0.0870717295436415,-0.0524609709509332,0.0,-0.008904950813720428
MELK,0.0,0.0426553491430109,0.0,0.0,0.0,0.0,-0.019482716105199503
MEST,-0.19250234896455,0.00175000157838129,0.0394811660456051,-0.19250234896455,-0.0470573324205871,0.0,0.02150015301871111
METRN,0.0,-0.0409625518727679,0.0,0.0,0.0,0.0,-0.0010726113328022027
MFSD10,0.0,0.0115341428373441,0.0,0.0,0.0,0.0,0.07509386788528025
MICALL1,0.0,0.036706869194315,0.00391757718881786,0.0,0.0,0.0,-0.006234133189659563
MIF,0.0,-0.0096989585646092,0.0,0.0,0.0,0.0,0.0005570590636676768
MINDY1,0.0,0.0012716270867441,0.0,0.0,0.0,0.0,-0.010868023455508552
MKNK1,0.0,-0.0047125672909167,-0.00626755381061993,0.0,0.0,0.0,0.014904749794022292
MLEC,0.0,-0.00367513150316837,0.0,0.0,0.0,0.0,-0.04703587738504684
MLLT11,0.0,0.0444620080436613,0.0,0.0,0.0,0.0,0.023783965957689123
MMP1,0.0,0.0125212735622096,-0.000481610530296706,0.0,0.0,0.0,-0.0010745093847111308
MMP2,-0.0547861927362074,0.0346696998858098,0.0,-0.0547861927362074,0.0206440532945346,0.0,-0.005662449157462785
MNAT1,0.0,-0.00775911576078922,0.0,0.0,0.0,0.0,0.028457134212528386
MOK,0.0,0.0342610492865258,0.0,0.0,0.0,0.0,-0.002388432593504727
MPC2,-0.0100936226679709,-0.0467692058273287,0.0,-0.0100936226679709,0.0168329692408345,0.0,-0.012102468599414223
MPZL1,0.0,-0.0108966080929647,0.0,0.0,0.0,0.0,0.013275156442995487
MRPL12,0.0,-0.014537743370609,0.0,0.0,0.0,0.0,0.028492993151190058
MRPL19,0.0,-0.00786755189688845,0.0,0.0,0.0,0.0,0.011515673987120632
MRPS16,0.0,-0.0224956763950065,0.0,0.0,0.0,0.0,-0.00903309616246735
MRPS2,0.0,0.00032857741219478,0.0,0.0,0.0,0.0,0.04846024777134742
MSH6,0.0,-0.0801823005841168,0.0742625618226469,0.0,0.0,0.0,0.02053419889587767
MSRA,0.0,-0.0665362890264255,0.0,0.0,0.0,0.0,0.015613468474261483
MTA1,0.0,-0.00905661682058653,0.0,0.0,0.0,0.0,-0.015663794334384328
MTERF3,0.0,0.0293096769734744,0.0,0.0,0.0,0.0,-0.05186468384721714
MTF2,0.0,0.0163407512486632,0.0,0.0,0.0,0.0,-0.0017654733301787255
MTFR1,0.0,0.00977574782342881,-0.0520644456906781,0.0,0.0,0.0,-0.013563941472101004
MTHFD2,0.0,0.0823231122462002,0.0,0.0,0.0,0.0,-0.003957583204492928
MUC1,0.153979253096471,-0.0480742341803795,-0.0013309321164474,0.153979253096471,-0.000588940069909648,0.0,-0.0156548510427892
MVP,0.0,-0.00820770678556459,0.0,0.0,0.0,0.0,-0.016726167677010937
MYBL2,0.0,0.0244126645561341,-0.0713666189187348,0.0,0.0,0.0,-0.01612722346793532
MYC,0.0877353555325579,0.0421735981045724,0.0,0.0877353555325579,0.108221365622539,0.0157170424169788,0.03214486477746879
MYCBP,0.0,0.0173131486140875,0.0,0.0,0.0,0.0,0.045181158402203866
MYCBP2,0.0,-0.0034863641209276,0.0,0.0,0.0,0.0,-0.0010482036357517671
MYL9,-0.0281016290537244,0.0224965707312532,0.0,-0.0281016290537244,0.0405485137788611,0.0,-0.012946987349558648
MYLK,0.097207785205417,-0.0020173849301714,0.0,0.097207785205417,0.0643617427085919,0.0,0.0014965200536836089
MYO10,0.0,0.00761832734059209,0.0,0.0,0.0,0.0,0.005854310080453438
NCAPD2,0.0,0.0358029026911729,0.0,0.0,0.0,0.0,-0.020152760079707364
NCK1,0.0,-0.0228702337021323,0.0,0.0,0.0,0.0,0.025572297446591525
NCK2,0.0,-0.0191853340660098,0.0,0.0,0.0,0.0,-0.022197029721024313
NCOA3,0.0,-0.0688418396860103,0.0,0.0,0.0,0.0,-0.0743862056247286
NENF,0.0,-0.0368790124617039,-0.00519645428862952,0.0,0.0,0.0,0.03743523850415065
NET1,0.0,0.0236347333081488,0.0258173006111391,0.0,0.0,0.0,-0.02126546460672173
NFATC3,0.0,0.0428285192268837,0.0,0.0,0.0,0.0,-0.00026825346288174843
NFATC4,0.0,0.0527573356736337,0.0,0.0,0.0,0.0,0.03029872659644631
NFE2L2,0.0,0.000905433802485377,0.0,0.0,0.0,0.0,0.05708212477301427
NFIL3,-0.0188443830866833,-0.0349609859806015,0.0,-0.0188443830866833,-0.0556951094092159,0.0,0.025676891544000848
NFKB2,0.0,-0.0133883663611094,0.0,0.0,0.0,0.0,0.03695728965110478
NFKBIA,-0.0633320647866528,-0.0125412968630251,0.0,-0.0633320647866528,0.0130233849981668,0.0,-0.05314085246180253
NFKBIB,0.0,-0.0299298144266608,0.0323846981428239,0.0,0.0,0.0,-0.04347921174902146
NFKBIE,0.0,-0.0507427196892837,0.0,0.0,0.0,0.0,-0.02990084656089825
NGRN,0.0,-0.0120515311420123,0.0,0.0,0.0,0.0,-0.02560530410227442
NIPSNAP1,0.0,0.0340695956056914,0.0522092888548949,0.0,0.0,0.0,0.01595973003078133
